Customer_ID,Month,Region,Industry,Segment,Revenue_USD,Active_Users,Support_Tickets,Renewal_Status,Churn_Probability
CUST-0003,2024-12,APAC,High-Tech,Mid-Market,11292,152,13,Renewed,0.23
CUST-0003,2025-01,APAC,High-Tech,Mid-Market,40814,31,16,At Risk,0.75
CUST-0003,2025-02,APAC,High-Tech,Mid-Market,25431,194,4,At Risk,0.91
CUST-0003,2025-03,APAC,High-Tech,Mid-Market,23268,28,13,Renewed,0.89
CUST-0003,2025-04,APAC,High-Tech,Mid-Market,36068,370,1,Renewed,0.48
CUST-0003,2025-05,APAC,High-Tech,Mid-Market,15663,274,12,Renewed,0.54
CUST-0003,2025-06,APAC,High-Tech,Mid-Market,47329,25,17,Renewed,0.33
CUST-0003,2025-07,APAC,High-Tech,Mid-Market,38222,102,5,Lost,0.56
CUST-0003,2025-08,APAC,High-Tech,Mid-Market,32055,383,17,Renewed,0.28
CUST-0004,2024-05,EMEA,Pharma,SMB,23877,488,7,Renewed,0.97
CUST-0004,2024-06,EMEA,Pharma,SMB,35927,475,13,Renewed,0.29
CUST-0004,2024-07,EMEA,Pharma,SMB,18089,87,12,Renewed,0.46
CUST-0004,2024-08,EMEA,Pharma,SMB,28775,417,18,Lost,0.52
CUST-0004,2024-09,EMEA,Pharma,SMB,43094,57,11,Renewed,0.71
CUST-0004,2024-10,EMEA,Pharma,SMB,21591,147,15,Renewed,0.04
CUST-0004,2024-11,EMEA,Pharma,SMB,14051,407,16,Lost,0.13
CUST-0004,2024-12,EMEA,Pharma,SMB,32453,228,0,At Risk,0.28
CUST-0004,2025-01,EMEA,Pharma,SMB,42968,141,14,Renewed,0.39
CUST-0004,2025-02,EMEA,Pharma,SMB,25614,195,14,Renewed,0.66
CUST-0004,2025-03,EMEA,Pharma,SMB,28280,437,10,Renewed,0.12
CUST-0004,2025-04,EMEA,Pharma,SMB,38547,151,1,Renewed,0.85
CUST-0004,2025-05,EMEA,Pharma,SMB,17057,412,0,Renewed,0.63
CUST-0004,2025-06,EMEA,Pharma,SMB,6530,221,2,Renewed,0.81
CUST-0004,2025-07,EMEA,Pharma,SMB,44358,425,14,Renewed,0.38
CUST-0004,2025-08,EMEA,Pharma,SMB,12991,160,16,Renewed,0.48
CUST-0005,2024-05,EMEA,MedTech,Mid-Market,14685,216,18,At Risk,0.03
CUST-0005,2024-06,EMEA,MedTech,Mid-Market,9296,220,18,Renewed,0.61
CUST-0005,2024-07,EMEA,MedTech,Mid-Market,11445,470,0,Renewed,0.58
CUST-0005,2024-08,EMEA,MedTech,Mid-Market,49296,122,3,Renewed,0.89
CUST-0005,2024-09,EMEA,MedTech,Mid-Market,10506,84,4,Renewed,0.15
CUST-0005,2024-10,EMEA,MedTech,Mid-Market,19304,184,6,Renewed,0.27
CUST-0005,2024-11,EMEA,MedTech,Mid-Market,11791,308,1,Renewed,0.2
CUST-0005,2024-12,EMEA,MedTech,Mid-Market,5613,391,13,Lost,0.01
CUST-0005,2025-01,EMEA,MedTech,Mid-Market,28776,180,12,Renewed,0.93
CUST-0005,2025-02,EMEA,MedTech,Mid-Market,46474,453,19,At Risk,0.47
CUST-0005,2025-03,EMEA,MedTech,Mid-Market,33101,435,6,Renewed,0.06
CUST-0005,2025-04,EMEA,MedTech,Mid-Market,42532,461,2,At Risk,0.96
CUST-0005,2025-05,EMEA,MedTech,Mid-Market,14038,366,0,Lost,0.44
CUST-0005,2025-06,EMEA,MedTech,Mid-Market,13894,255,6,Renewed,0.25
CUST-0005,2025-07,EMEA,MedTech,Mid-Market,29387,87,7,Renewed,1.0
CUST-0005,2025-08,EMEA,MedTech,Mid-Market,38571,340,4,Renewed,0.48
CUST-0006,2024-04,North America,Pharma,Enterprise,10592,228,12,Renewed,0.31
CUST-0006,2024-05,North America,Pharma,Enterprise,19356,206,0,Renewed,0.78
CUST-0006,2024-06,North America,Pharma,Enterprise,23013,45,7,Lost,0.04
CUST-0006,2024-07,North America,Pharma,Enterprise,33608,44,3,Renewed,0.29
CUST-0006,2024-08,North America,Pharma,Enterprise,34512,82,16,Renewed,0.23
CUST-0006,2024-09,North America,Pharma,Enterprise,33615,484,9,Renewed,0.17
CUST-0006,2024-10,North America,Pharma,Enterprise,12591,356,7,Renewed,0.71
CUST-0006,2024-11,North America,Pharma,Enterprise,30760,439,4,Renewed,0.22
CUST-0006,2024-12,North America,Pharma,Enterprise,40559,47,9,At Risk,0.55
CUST-0006,2025-01,North America,Pharma,Enterprise,34058,369,1,Renewed,0.08
CUST-0006,2025-02,North America,Pharma,Enterprise,11987,38,9,At Risk,0.82
CUST-0006,2025-03,North America,Pharma,Enterprise,9107,484,18,Lost,0.49
CUST-0006,2025-04,North America,Pharma,Enterprise,16084,498,14,Renewed,0.68
CUST-0006,2025-05,North America,Pharma,Enterprise,22307,174,10,Renewed,0.62
CUST-0006,2025-06,North America,Pharma,Enterprise,19007,409,7,Renewed,0.46
CUST-0006,2025-07,North America,Pharma,Enterprise,28034,159,8,At Risk,0.35
CUST-0006,2025-08,North America,Pharma,Enterprise,44727,80,9,At Risk,0.01
CUST-0007,2024-06,APAC,High-Tech,Enterprise,17720,89,0,Lost,0.33
CUST-0007,2024-07,APAC,High-Tech,Enterprise,6142,398,14,Renewed,0.1
CUST-0007,2024-08,APAC,High-Tech,Enterprise,12771,258,12,Renewed,0.65
CUST-0007,2024-09,APAC,High-Tech,Enterprise,40291,184,12,Lost,0.34
CUST-0007,2024-10,APAC,High-Tech,Enterprise,28634,489,10,Renewed,0.3
CUST-0007,2024-11,APAC,High-Tech,Enterprise,26240,192,8,Renewed,0.16
CUST-0007,2024-12,APAC,High-Tech,Enterprise,28868,290,10,Renewed,0.97
CUST-0007,2025-01,APAC,High-Tech,Enterprise,28800,206,6,Renewed,0.13
CUST-0007,2025-02,APAC,High-Tech,Enterprise,31866,316,2,At Risk,0.71
CUST-0007,2025-03,APAC,High-Tech,Enterprise,9870,334,10,At Risk,0.6
CUST-0007,2025-04,APAC,High-Tech,Enterprise,42575,137,9,Renewed,0.79
CUST-0007,2025-05,APAC,High-Tech,Enterprise,37740,367,6,At Risk,0.28
CUST-0007,2025-06,APAC,High-Tech,Enterprise,41485,415,9,Renewed,0.25
CUST-0007,2025-07,APAC,High-Tech,Enterprise,11971,295,8,Renewed,0.76
CUST-0007,2025-08,APAC,High-Tech,Enterprise,13373,71,19,Renewed,0.45
CUST-0008,2024-10,EMEA,MedTech,Enterprise,16492,166,13,Renewed,0.96
CUST-0008,2024-11,EMEA,MedTech,Enterprise,48661,249,4,Renewed,0.95
CUST-0008,2024-12,EMEA,MedTech,Enterprise,38900,427,14,Renewed,0.54
CUST-0008,2025-01,EMEA,MedTech,Enterprise,39888,248,7,Renewed,0.53
CUST-0008,2025-02,EMEA,MedTech,Enterprise,13943,155,2,Renewed,0.95
CUST-0008,2025-03,EMEA,MedTech,Enterprise,31103,72,12,Renewed,0.2
CUST-0008,2025-04,EMEA,MedTech,Enterprise,45880,231,1,At Risk,0.84
CUST-0008,2025-05,EMEA,MedTech,Enterprise,19897,118,18,Lost,0.12
CUST-0008,2025-06,EMEA,MedTech,Enterprise,21840,15,3,Renewed,0.83
CUST-0008,2025-07,EMEA,MedTech,Enterprise,6460,164,7,At Risk,0.91
CUST-0008,2025-08,EMEA,MedTech,Enterprise,44751,167,11,At Risk,0.79
CUST-0009,2024-09,EMEA,High-Tech,SMB,14841,151,3,At Risk,0.31
CUST-0009,2024-10,EMEA,High-Tech,SMB,36090,246,1,Renewed,0.94
CUST-0009,2024-11,EMEA,High-Tech,SMB,25255,143,2,At Risk,0.19
CUST-0009,2024-12,EMEA,High-Tech,SMB,24057,418,0,Renewed,0.52
CUST-0009,2025-01,EMEA,High-Tech,SMB,44806,494,18,Renewed,0.79
CUST-0009,2025-02,EMEA,High-Tech,SMB,8452,284,9,Renewed,0.15
CUST-0009,2025-03,EMEA,High-Tech,SMB,9260,440,2,Renewed,0.38
CUST-0009,2025-04,EMEA,High-Tech,SMB,22980,346,9,Renewed,0.62
CUST-0009,2025-05,EMEA,High-Tech,SMB,6202,32,12,Renewed,0.4
CUST-0009,2025-06,EMEA,High-Tech,SMB,41263,195,6,Renewed,0.48
CUST-0009,2025-07,EMEA,High-Tech,SMB,44678,425,15,At Risk,0.12
CUST-0009,2025-08,EMEA,High-Tech,SMB,36859,459,15,At Risk,0.65
CUST-0010,2024-02,North America,High-Tech,SMB,41870,394,18,Lost,0.29
CUST-0010,2024-03,North America,High-Tech,SMB,45641,169,8,Lost,0.43
CUST-0010,2024-04,North America,High-Tech,SMB,12699,216,0,Renewed,0.69
CUST-0010,2024-05,North America,High-Tech,SMB,18683,223,14,Renewed,0.19
CUST-0010,2024-06,North America,High-Tech,SMB,15375,327,15,Lost,0.65
CUST-0010,2024-07,North America,High-Tech,SMB,43686,216,18,Lost,0.18
CUST-0010,2024-08,North America,High-Tech,SMB,6364,203,6,Lost,0.46
CUST-0010,2024-09,North America,High-Tech,SMB,11504,266,9,Renewed,0.03
CUST-0010,2024-10,North America,High-Tech,SMB,12583,48,11,Renewed,0.56
CUST-0010,2024-11,North America,High-Tech,SMB,28411,207,19,At Risk,0.82
CUST-0010,2024-12,North America,High-Tech,SMB,14304,166,12,Renewed,0.95
CUST-0010,2025-01,North America,High-Tech,SMB,48952,431,12,Renewed,0.48
CUST-0010,2025-02,North America,High-Tech,SMB,46950,319,10,Renewed,0.85
CUST-0010,2025-03,North America,High-Tech,SMB,18059,322,2,Renewed,0.87
CUST-0010,2025-04,North America,High-Tech,SMB,32225,260,16,Renewed,0.19
CUST-0010,2025-05,North America,High-Tech,SMB,25031,451,16,Renewed,0.2
CUST-0010,2025-06,North America,High-Tech,SMB,21942,406,4,Renewed,0.85
CUST-0010,2025-07,North America,High-Tech,SMB,20756,418,15,Renewed,0.16
CUST-0010,2025-08,North America,High-Tech,SMB,20612,377,15,Renewed,0.71
CUST-0011,2025-02,North America,Pharma,Mid-Market,44461,350,14,Renewed,0.61
CUST-0011,2025-03,North America,Pharma,Mid-Market,20691,301,16,Renewed,0.56
CUST-0011,2025-04,North America,Pharma,Mid-Market,46598,370,12,Renewed,0.15
CUST-0011,2025-05,North America,Pharma,Mid-Market,39229,404,16,At Risk,0.13
CUST-0011,2025-06,North America,Pharma,Mid-Market,9097,247,5,At Risk,0.31
CUST-0011,2025-07,North America,Pharma,Mid-Market,7352,255,0,Renewed,0.21
CUST-0011,2025-08,North America,Pharma,Mid-Market,18017,141,8,Renewed,0.98
CUST-0012,2024-10,EMEA,MedTech,Enterprise,42083,202,1,Renewed,0.98
CUST-0012,2024-11,EMEA,MedTech,Enterprise,14662,154,1,At Risk,0.78
CUST-0012,2024-12,EMEA,MedTech,Enterprise,49096,355,6,Renewed,0.29
CUST-0012,2025-01,EMEA,MedTech,Enterprise,23440,29,12,Renewed,0.65
CUST-0012,2025-02,EMEA,MedTech,Enterprise,12001,240,16,At Risk,0.61
CUST-0012,2025-03,EMEA,MedTech,Enterprise,45253,98,3,Lost,0.36
CUST-0012,2025-04,EMEA,MedTech,Enterprise,10405,401,16,Lost,0.41
CUST-0012,2025-05,EMEA,MedTech,Enterprise,27329,275,1,Renewed,0.54
CUST-0012,2025-06,EMEA,MedTech,Enterprise,28442,397,0,Lost,0.92
CUST-0012,2025-07,EMEA,MedTech,Enterprise,10569,15,2,Renewed,0.9
CUST-0012,2025-08,EMEA,MedTech,Enterprise,26118,17,4,Renewed,0.92
CUST-0013,2025-01,North America,High-Tech,Mid-Market,8925,321,17,Renewed,0.54
CUST-0013,2025-02,North America,High-Tech,Mid-Market,5394,287,13,At Risk,0.83
CUST-0013,2025-03,North America,High-Tech,Mid-Market,27062,406,9,Renewed,0.33
CUST-0013,2025-04,North America,High-Tech,Mid-Market,16775,54,14,Lost,0.31
CUST-0013,2025-05,North America,High-Tech,Mid-Market,20559,440,16,Renewed,1.0
CUST-0013,2025-06,North America,High-Tech,Mid-Market,48373,359,19,Renewed,0.75
CUST-0013,2025-07,North America,High-Tech,Mid-Market,41758,363,9,At Risk,0.88
CUST-0013,2025-08,North America,High-Tech,Mid-Market,23429,109,18,Renewed,0.61
CUST-0014,2024-05,North America,MedTech,Enterprise,25448,21,16,Renewed,0.74
CUST-0014,2024-06,North America,MedTech,Enterprise,11118,364,15,At Risk,0.24
CUST-0014,2024-07,North America,MedTech,Enterprise,9475,71,9,Renewed,0.16
CUST-0014,2024-08,North America,MedTech,Enterprise,17510,320,11,Renewed,0.2
CUST-0014,2024-09,North America,MedTech,Enterprise,39040,369,18,Renewed,0.05
CUST-0014,2024-10,North America,MedTech,Enterprise,12635,90,3,Renewed,0.02
CUST-0014,2024-11,North America,MedTech,Enterprise,39733,383,17,Lost,0.48
CUST-0014,2024-12,North America,MedTech,Enterprise,40342,231,19,Renewed,0.12
CUST-0014,2025-01,North America,MedTech,Enterprise,24172,164,16,Renewed,0.01
CUST-0014,2025-02,North America,MedTech,Enterprise,25627,393,0,Renewed,0.41
CUST-0014,2025-03,North America,MedTech,Enterprise,47115,262,11,At Risk,0.72
CUST-0014,2025-04,North America,MedTech,Enterprise,7159,283,2,Renewed,0.38
CUST-0014,2025-05,North America,MedTech,Enterprise,8615,312,12,Renewed,0.16
CUST-0014,2025-06,North America,MedTech,Enterprise,18783,463,0,Lost,0.41
CUST-0014,2025-07,North America,MedTech,Enterprise,27725,131,17,Lost,0.73
CUST-0014,2025-08,North America,MedTech,Enterprise,29244,200,8,Renewed,0.39
CUST-0015,2024-05,North America,MedTech,Mid-Market,39976,194,11,Renewed,0.21
CUST-0015,2024-06,North America,MedTech,Mid-Market,41154,41,17,Renewed,0.08
CUST-0015,2024-07,North America,MedTech,Mid-Market,10233,260,14,Renewed,0.34
CUST-0015,2024-08,North America,MedTech,Mid-Market,15531,342,7,Renewed,0.31
CUST-0015,2024-09,North America,MedTech,Mid-Market,8778,118,19,Renewed,0.68
CUST-0015,2024-10,North America,MedTech,Mid-Market,41913,355,11,Renewed,0.16
CUST-0015,2024-11,North America,MedTech,Mid-Market,27893,154,14,Renewed,0.42
CUST-0015,2024-12,North America,MedTech,Mid-Market,18988,137,18,Renewed,0.48
CUST-0015,2025-01,North America,MedTech,Mid-Market,39336,300,17,Renewed,0.77
CUST-0015,2025-02,North America,MedTech,Mid-Market,28974,41,15,Renewed,0.22
CUST-0015,2025-03,North America,MedTech,Mid-Market,26877,156,16,Renewed,0.77
CUST-0015,2025-04,North America,MedTech,Mid-Market,13002,495,13,Renewed,0.6
CUST-0015,2025-05,North America,MedTech,Mid-Market,10879,311,10,Renewed,0.82
CUST-0015,2025-06,North America,MedTech,Mid-Market,23622,222,10,Renewed,0.55
CUST-0015,2025-07,North America,MedTech,Mid-Market,7951,263,3,Renewed,0.26
CUST-0015,2025-08,North America,MedTech,Mid-Market,35075,449,19,Renewed,0.09
CUST-0016,2024-02,APAC,MedTech,Mid-Market,24801,162,17,Renewed,0.46
CUST-0016,2024-03,APAC,MedTech,Mid-Market,23887,364,10,Renewed,0.37
CUST-0016,2024-04,APAC,MedTech,Mid-Market,24369,211,15,Renewed,0.63
CUST-0016,2024-05,APAC,MedTech,Mid-Market,29316,120,7,Renewed,0.27
CUST-0016,2024-06,APAC,MedTech,Mid-Market,27801,126,16,Renewed,0.68
CUST-0016,2024-07,APAC,MedTech,Mid-Market,15120,223,3,Renewed,0.11
CUST-0016,2024-08,APAC,MedTech,Mid-Market,25215,156,13,At Risk,0.29
CUST-0016,2024-09,APAC,MedTech,Mid-Market,12301,421,13,Renewed,0.28
CUST-0016,2024-10,APAC,MedTech,Mid-Market,36391,452,12,Renewed,0.66
CUST-0016,2024-11,APAC,MedTech,Mid-Market,31769,427,15,Renewed,0.66
CUST-0016,2024-12,APAC,MedTech,Mid-Market,32312,364,1,At Risk,0.21
CUST-0016,2025-01,APAC,MedTech,Mid-Market,19848,440,7,Renewed,0.78
CUST-0016,2025-02,APAC,MedTech,Mid-Market,44607,307,0,Renewed,0.02
CUST-0016,2025-03,APAC,MedTech,Mid-Market,22174,117,10,Renewed,0.6
CUST-0016,2025-04,APAC,MedTech,Mid-Market,39839,352,4,Renewed,0.29
CUST-0016,2025-05,APAC,MedTech,Mid-Market,23982,171,2,At Risk,0.74
CUST-0016,2025-06,APAC,MedTech,Mid-Market,29012,119,6,Renewed,0.85
CUST-0016,2025-07,APAC,MedTech,Mid-Market,49313,250,10,Renewed,0.18
CUST-0016,2025-08,APAC,MedTech,Mid-Market,25426,256,13,Renewed,0.54
CUST-0017,2025-02,North America,Pharma,Enterprise,47597,10,6,Lost,0.2
CUST-0017,2025-03,North America,Pharma,Enterprise,23899,386,3,Renewed,0.75
CUST-0017,2025-04,North America,Pharma,Enterprise,19711,87,8,Lost,0.02
CUST-0017,2025-05,North America,Pharma,Enterprise,25091,396,9,Renewed,0.11
CUST-0017,2025-06,North America,Pharma,Enterprise,28257,320,6,Renewed,0.96
CUST-0017,2025-07,North America,Pharma,Enterprise,39991,409,8,Renewed,0.76
CUST-0017,2025-08,North America,Pharma,Enterprise,26852,493,4,Renewed,0.22
CUST-0018,2024-11,North America,MedTech,Mid-Market,15415,405,8,At Risk,0.33
CUST-0018,2024-12,North America,MedTech,Mid-Market,8643,54,14,Renewed,0.63
CUST-0018,2025-01,North America,MedTech,Mid-Market,46477,60,5,Renewed,0.64
CUST-0018,2025-02,North America,MedTech,Mid-Market,10513,444,11,Renewed,0.37
CUST-0018,2025-03,North America,MedTech,Mid-Market,12163,269,1,Renewed,0.29
CUST-0018,2025-04,North America,MedTech,Mid-Market,20855,463,0,Renewed,0.26
CUST-0018,2025-05,North America,MedTech,Mid-Market,30982,111,8,Renewed,0.16
CUST-0018,2025-06,North America,MedTech,Mid-Market,49598,357,2,Renewed,0.88
CUST-0018,2025-07,North America,MedTech,Mid-Market,14027,266,17,At Risk,0.78
CUST-0018,2025-08,North America,MedTech,Mid-Market,18039,379,7,Renewed,0.97
CUST-0019,2024-03,EMEA,High-Tech,Mid-Market,47707,118,10,Renewed,0.2
CUST-0019,2024-04,EMEA,High-Tech,Mid-Market,49675,126,5,Renewed,0.59
CUST-0019,2024-05,EMEA,High-Tech,Mid-Market,41429,297,16,Renewed,0.1
CUST-0019,2024-06,EMEA,High-Tech,Mid-Market,21241,301,2,Renewed,0.47
CUST-0019,2024-07,EMEA,High-Tech,Mid-Market,35439,13,6,Renewed,0.89
CUST-0019,2024-08,EMEA,High-Tech,Mid-Market,31712,115,16,Renewed,0.12
CUST-0019,2024-09,EMEA,High-Tech,Mid-Market,46217,269,5,Renewed,0.67
CUST-0019,2024-10,EMEA,High-Tech,Mid-Market,44415,217,8,At Risk,0.37
CUST-0019,2024-11,EMEA,High-Tech,Mid-Market,23983,362,1,Lost,0.72
CUST-0019,2024-12,EMEA,High-Tech,Mid-Market,13845,285,6,Renewed,0.68
CUST-0019,2025-01,EMEA,High-Tech,Mid-Market,41843,142,6,Renewed,0.82
CUST-0019,2025-02,EMEA,High-Tech,Mid-Market,45502,41,3,Renewed,0.41
CUST-0019,2025-03,EMEA,High-Tech,Mid-Market,32819,390,5,Renewed,0.4
CUST-0019,2025-04,EMEA,High-Tech,Mid-Market,32454,184,0,Renewed,0.76
CUST-0019,2025-05,EMEA,High-Tech,Mid-Market,49560,439,8,Renewed,0.33
CUST-0019,2025-06,EMEA,High-Tech,Mid-Market,46958,156,5,Renewed,0.96
CUST-0019,2025-07,EMEA,High-Tech,Mid-Market,16422,341,10,At Risk,0.47
CUST-0019,2025-08,EMEA,High-Tech,Mid-Market,16257,153,6,Renewed,0.8
CUST-0020,2024-02,North America,Pharma,SMB,20292,102,13,Renewed,0.43
CUST-0020,2024-03,North America,Pharma,SMB,13954,174,12,Renewed,0.44
CUST-0020,2024-04,North America,Pharma,SMB,12308,44,16,Renewed,0.54
CUST-0020,2024-05,North America,Pharma,SMB,43176,461,6,At Risk,0.32
CUST-0020,2024-06,North America,Pharma,SMB,18532,333,12,Lost,0.9
CUST-0020,2024-07,North America,Pharma,SMB,14174,32,16,Renewed,0.81
CUST-0020,2024-08,North America,Pharma,SMB,36496,386,0,Renewed,0.72
CUST-0020,2024-09,North America,Pharma,SMB,42099,69,2,Lost,0.57
CUST-0020,2024-10,North America,Pharma,SMB,34279,338,5,Renewed,0.99
CUST-0020,2024-11,North America,Pharma,SMB,41262,433,11,Renewed,0.24
CUST-0020,2024-12,North America,Pharma,SMB,8601,355,5,At Risk,0.77
CUST-0020,2025-01,North America,Pharma,SMB,7969,245,13,Renewed,0.57
CUST-0020,2025-02,North America,Pharma,SMB,37114,178,3,At Risk,0.48
CUST-0020,2025-03,North America,Pharma,SMB,38292,443,12,Renewed,0.72
CUST-0020,2025-04,North America,Pharma,SMB,44508,351,19,Renewed,0.4
CUST-0020,2025-05,North America,Pharma,SMB,20265,90,13,Renewed,0.8
CUST-0020,2025-06,North America,Pharma,SMB,36363,19,16,Renewed,0.88
CUST-0020,2025-07,North America,Pharma,SMB,30488,29,3,Renewed,0.36
CUST-0020,2025-08,North America,Pharma,SMB,48681,498,18,At Risk,0.43
CUST-0021,2024-08,APAC,High-Tech,Mid-Market,11703,375,5,Renewed,0.43
CUST-0021,2024-09,APAC,High-Tech,Mid-Market,34768,225,9,Renewed,0.62
CUST-0021,2024-10,APAC,High-Tech,Mid-Market,15078,159,11,Renewed,0.56
CUST-0021,2024-11,APAC,High-Tech,Mid-Market,9532,448,2,Renewed,0.79
CUST-0021,2024-12,APAC,High-Tech,Mid-Market,49554,483,1,Renewed,0.76
CUST-0021,2025-01,APAC,High-Tech,Mid-Market,26156,285,11,Renewed,0.28
CUST-0021,2025-02,APAC,High-Tech,Mid-Market,35347,423,3,Renewed,0.46
CUST-0021,2025-03,APAC,High-Tech,Mid-Market,5384,237,6,Renewed,0.69
CUST-0021,2025-04,APAC,High-Tech,Mid-Market,43036,355,4,At Risk,0.86
CUST-0021,2025-05,APAC,High-Tech,Mid-Market,40413,269,14,Renewed,0.85
CUST-0021,2025-06,APAC,High-Tech,Mid-Market,14637,485,11,Lost,0.18
CUST-0021,2025-07,APAC,High-Tech,Mid-Market,18323,459,12,Renewed,0.77
CUST-0021,2025-08,APAC,High-Tech,Mid-Market,45552,361,7,Renewed,0.67
CUST-0022,2024-06,APAC,Pharma,SMB,14855,59,12,Renewed,0.38
CUST-0022,2024-07,APAC,Pharma,SMB,8025,235,4,Renewed,0.41
CUST-0022,2024-08,APAC,Pharma,SMB,44729,25,12,Renewed,0.33
CUST-0022,2024-09,APAC,Pharma,SMB,48752,187,11,Lost,0.78
CUST-0022,2024-10,APAC,Pharma,SMB,34513,367,9,Lost,0.33
CUST-0022,2024-11,APAC,Pharma,SMB,35707,291,17,Renewed,0.6
CUST-0022,2024-12,APAC,Pharma,SMB,11782,317,13,Renewed,0.69
CUST-0022,2025-01,APAC,Pharma,SMB,38441,410,4,Renewed,0.99
CUST-0022,2025-02,APAC,Pharma,SMB,12938,20,11,Renewed,0.3
CUST-0022,2025-03,APAC,Pharma,SMB,20680,128,18,At Risk,0.96
CUST-0022,2025-04,APAC,Pharma,SMB,46784,396,19,Renewed,0.12
CUST-0022,2025-05,APAC,Pharma,SMB,31029,124,12,Renewed,0.46
CUST-0022,2025-06,APAC,Pharma,SMB,25694,424,5,At Risk,0.91
CUST-0022,2025-07,APAC,Pharma,SMB,48213,129,15,At Risk,0.72
CUST-0022,2025-08,APAC,Pharma,SMB,32885,25,8,At Risk,0.46
CUST-0023,2024-12,North America,MedTech,Mid-Market,25596,419,12,Renewed,0.39
CUST-0023,2025-01,North America,MedTech,Mid-Market,18187,498,16,Renewed,0.34
CUST-0023,2025-02,North America,MedTech,Mid-Market,39970,119,18,Renewed,0.67
CUST-0023,2025-03,North America,MedTech,Mid-Market,9202,30,19,Renewed,0.7
CUST-0023,2025-04,North America,MedTech,Mid-Market,36105,337,17,Renewed,0.54
CUST-0023,2025-05,North America,MedTech,Mid-Market,42370,79,1,Renewed,0.66
CUST-0023,2025-06,North America,MedTech,Mid-Market,20049,44,9,At Risk,0.18
CUST-0023,2025-07,North America,MedTech,Mid-Market,29060,417,9,At Risk,0.7
CUST-0023,2025-08,North America,MedTech,Mid-Market,31414,486,11,Renewed,0.26
CUST-0024,2024-12,North America,MedTech,Mid-Market,9839,279,12,Renewed,0.33
CUST-0024,2025-01,North America,MedTech,Mid-Market,49717,239,3,Lost,0.07
CUST-0024,2025-02,North America,MedTech,Mid-Market,16117,69,18,At Risk,0.88
CUST-0024,2025-03,North America,MedTech,Mid-Market,28138,148,16,At Risk,0.83
CUST-0024,2025-04,North America,MedTech,Mid-Market,25339,395,1,Renewed,0.27
CUST-0024,2025-05,North America,MedTech,Mid-Market,43830,314,4,Lost,0.19
CUST-0024,2025-06,North America,MedTech,Mid-Market,23326,463,10,Lost,0.61
CUST-0024,2025-07,North America,MedTech,Mid-Market,30496,258,9,Renewed,0.56
CUST-0024,2025-08,North America,MedTech,Mid-Market,25369,253,2,Lost,0.26
